,area_type,availability,total_sqft,bath,price,bhk
2504,Super built-up  Area,1.0,1077.0,2.0,37.7,2.0
2505,Super built-up  Area,1.0,1200.0,3.0,44.0,2.0
2506,Built-up  Area,1.0,1500.0,3.0,70.0,4.0
2507,Super built-up  Area,1.0,1045.0,2.0,76.77,2.0
2508,Super built-up  Area,1.0,1290.0,2.0,45.15,3.0
2509,Super built-up  Area,1.0,1400.0,2.0,78.0,2.0
2510,Built-up  Area,1.0,1600.0,3.0,58.14,3.0
2511,Super built-up  Area,1.0,3095.0,3.0,375.0,3.0
2512,Super built-up  Area,1.0,1545.0,2.0,58.0,3.0
2513,Super built-up  Area,1.0,1680.0,3.0,112.0,3.0
2514,Built-up  Area,1.0,1350.0,2.0,67.5,2.0
2515,Super built-up  Area,1.0,950.0,2.0,38.0,2.0
2516,Super built-up  Area,1.0,1050.0,2.0,45.0,2.0
2517,Super built-up  Area,1.0,1305.0,2.0,49.0,3.0
2518,Plot  Area,1.0,800.0,4.0,120.0,4.0
2519,Built-up  Area,0.0,2700.0,7.0,125.0,5.0
2520,Plot  Area,1.0,1100.0,3.0,78.0,3.0
2521,Built-up  Area,1.0,3500.0,5.0,160.0,6.0
2522,Super built-up  Area,0.0,1634.0,3.0,83.33,3.0
2523,Super built-up  Area,1.0,1352.0,2.0,85.0,2.0
2524,Super built-up  Area,0.0,1145.0,2.0,65.0,2.0
2525,Super built-up  Area,0.0,1240.0,2.0,43.79,2.0
2526,Super built-up  Area,1.0,2200.0,3.0,190.0,3.0
2527,Super built-up  Area,0.0,1020.0,2.0,39.0,2.0
2528,Super built-up  Area,1.0,3600.0,4.0,365.0,4.0
2529,Super built-up  Area,0.0,1168.0,2.0,61.0,2.0
2530,Super built-up  Area,0.0,1205.0,2.0,75.0,2.0
2531,Super built-up  Area,1.0,1195.0,2.0,100.0,2.0
2532,Built-up  Area,1.0,1028.0,2.0,49.0,2.0
2533,Super built-up  Area,1.0,1175.0,2.0,48.27,2.0
2534,Super built-up  Area,1.0,1550.0,2.0,90.0,3.0
2535,Super built-up  Area,1.0,1826.0,3.0,165.0,3.0
2536,Plot  Area,1.0,2400.0,5.0,160.0,5.0
2537,Super built-up  Area,1.0,1603.0,3.0,96.0,3.0
2538,Built-up  Area,1.0,1350.0,3.0,72.0,3.0
2539,Built-up  Area,1.0,714.0,1.0,28.0,1.0
2540,Super built-up  Area,0.0,1215.0,2.0,65.0,2.0
2541,Built-up  Area,1.0,1405.0,2.0,77.0,3.0
2542,Super built-up  Area,1.0,1142.0,2.0,51.0,2.0
2543,Built-up  Area,1.0,4000.0,4.0,170.0,4.0
2544,Super built-up  Area,1.0,1870.0,3.0,90.0,3.0
2545,Super built-up  Area,1.0,1313.0,2.0,73.0,2.0
2546,Built-up  Area,1.0,1945.0,3.0,120.0,3.0
2547,Super built-up  Area,0.0,1573.0,3.0,95.0,3.0
2548,Super built-up  Area,1.0,1255.0,2.0,92.0,2.0
2549,Super built-up  Area,1.0,1400.0,3.0,91.15,4.0
2550,Super built-up  Area,0.0,1235.0,2.0,43.63,2.0
2551,Super built-up  Area,1.0,1380.0,2.0,52.0,3.0
2552,Plot  Area,1.0,1500.0,9.0,250.0,7.0
2553,Super built-up  Area,1.0,1238.0,2.0,67.0,2.0
2554,Super built-up  Area,0.0,1465.0,2.0,74.72,3.0
2555,Super built-up  Area,1.0,1418.0,2.0,103.0,2.0
2556,Super built-up  Area,1.0,1650.0,3.0,165.0,3.0
2557,Built-up  Area,1.0,351.0,1.0,16.0,1.0
2558,Super built-up  Area,1.0,1279.0,2.0,48.0,2.0
2559,Built-up  Area,1.0,1870.0,3.0,200.0,3.0
2560,Plot  Area,1.0,1500.0,5.0,230.0,4.0
2561,Super built-up  Area,0.0,2526.0,2.0,250.0,3.0
2562,Plot  Area,1.0,1550.0,2.0,150.0,3.0
2563,Super built-up  Area,1.0,3539.5,,424.5,4.0
2564,Super built-up  Area,0.0,1845.0,2.0,68.27,3.0
2565,Super built-up  Area,1.0,1360.0,2.0,59.27,3.0
2566,Built-up  Area,1.0,1150.0,2.0,75.0,3.0
2567,Super built-up  Area,1.0,1260.0,2.0,49.5,2.0
2568,Plot  Area,1.0,1200.0,3.0,74.0,3.0
2569,Built-up  Area,1.0,965.0,2.0,42.5,2.0
2570,Built-up  Area,1.0,1350.0,2.0,48.0,3.0
2571,Super built-up  Area,0.0,1447.0,2.0,75.97,2.0
2572,Super built-up  Area,1.0,1229.0,3.0,86.03,3.0
2573,Super built-up  Area,1.0,1027.0,2.0,43.0,2.0
2574,Super built-up  Area,1.0,1153.0,2.0,48.5,2.0
2575,Super built-up  Area,0.0,2856.0,5.0,145.5,4.0
2576,Super built-up  Area,1.0,1065.0,2.0,50.0,2.0
2577,Built-up  Area,1.0,1030.0,2.0,61.0,2.0
2578,Super built-up  Area,1.0,1340.0,2.0,61.0,2.0
2579,Super built-up  Area,1.0,4000.0,5.0,212.0,4.0
2580,Built-up  Area,1.0,600.0,1.0,32.0,1.0
2581,Super built-up  Area,1.0,1410.0,2.0,44.42,3.0
2582,Super built-up  Area,0.0,1055.0,2.0,45.35,2.0
2583,Super built-up  Area,0.0,1304.0,2.0,79.0,2.0
2584,Super built-up  Area,0.0,2720.0,4.0,485.0,4.0
2585,Built-up  Area,1.0,990.0,2.0,31.5,2.0
2586,Super built-up  Area,1.0,1035.0,2.0,39.33,2.0
2587,Super built-up  Area,0.0,700.0,1.0,30.09,1.0
2588,Super built-up  Area,1.0,1120.0,2.0,43.0,2.0
2589,Super built-up  Area,1.0,1300.0,2.0,73.0,2.0
2590,Super built-up  Area,0.0,1239.0,2.0,82.0,2.0
2591,Super built-up  Area,0.0,1403.0,3.0,51.63,3.0
2592,Super built-up  Area,1.0,1365.0,2.0,92.0,2.0
2593,Super built-up  Area,1.0,1165.0,2.0,135.0,2.0
2594,Super built-up  Area,1.0,1130.0,2.0,45.19,3.0
2595,Super built-up  Area,1.0,177642.0,3.0,105.0,3.0
2596,Plot  Area,1.0,900.0,4.0,175.0,4.0
2597,Super built-up  Area,1.0,1194.0,2.0,47.0,2.0
2598,Super built-up  Area,1.0,1107.0,2.0,33.0,2.0
2599,Super built-up  Area,1.0,2319.0,3.0,180.0,3.0
2600,Super built-up  Area,1.0,1520.0,3.0,80.0,3.0
2601,Super built-up  Area,0.0,1536.0,3.0,89.0,3.0
2602,Built-up  Area,1.0,3000.0,4.0,240.0,4.0
2603,Super built-up  Area,1.0,1050.0,2.0,38.0,2.0
2604,Super built-up  Area,0.0,1850.0,3.0,146.0,3.0
2605,Super built-up  Area,1.0,1112.0,2.0,62.0,2.0
2606,Super built-up  Area,1.0,1535.0,3.0,72.5,3.0
2607,Built-up  Area,1.0,1050.0,2.0,35.0,2.0
2608,Plot  Area,1.0,2400.0,3.0,370.0,4.0
2609,Super built-up  Area,1.0,1250.0,3.0,65.0,3.0
2610,Super built-up  Area,1.0,1187.0,2.0,52.0,2.0
2611,Built-up  Area,1.0,1164.0,2.0,56.0,2.0
2612,Super built-up  Area,0.0,1395.0,2.0,62.78,3.0
2613,Super built-up  Area,0.0,2072.0,3.0,108.0,3.0
2614,Super built-up  Area,1.0,1450.0,3.0,60.91,3.0
2615,Super built-up  Area,1.0,1550.0,3.0,82.0,3.0
2616,Super built-up  Area,1.0,1315.0,2.0,90.0,2.0
2617,Super built-up  Area,0.0,3067.0,4.0,230.0,4.0
2618,Super built-up  Area,1.0,1210.0,2.0,72.0,2.0
2619,Super built-up  Area,1.0,1075.0,2.0,47.0,3.0
2620,Super built-up  Area,1.0,11338.0,9.0,1000.0,6.0
2621,Super built-up  Area,0.0,1215.0,3.0,42.2,3.0
2622,Built-up  Area,1.0,1470.0,2.0,75.0,3.0
2623,Plot  Area,0.0,30000.0,4.0,2100.0,4.0
2624,Built-up  Area,1.0,1590.0,2.0,125.0,3.0
2625,Super built-up  Area,1.0,1050.0,2.0,36.75,2.0
2626,Super built-up  Area,1.0,1306.0,2.0,55.91,2.0
2627,Built-up  Area,1.0,2000.0,3.0,250.0,3.0
2628,Built-up  Area,1.0,1445.0,3.0,64.0,3.0
2629,Super built-up  Area,1.0,1220.0,3.0,58.0,3.0
2630,Plot  Area,1.0,3190.0,3.0,160.0,4.0
2631,Super built-up  Area,0.0,1215.0,2.0,51.26,2.0
2632,Built-up  Area,1.0,1920.0,2.0,88.0,3.0
2633,Super built-up  Area,1.0,1390.0,2.0,60.0,2.0
2634,Plot  Area,1.0,800.0,2.0,75.0,3.0
2635,Plot  Area,1.0,600.0,3.0,100.0,3.0
2636,Super built-up  Area,0.0,1196.0,2.0,71.74,2.0
2637,Super built-up  Area,1.0,1550.0,2.0,75.0,3.0
2638,Super built-up  Area,1.0,1418.0,2.0,101.0,2.0
2639,Super built-up  Area,0.0,1655.0,3.0,115.0,3.0
2640,Built-up  Area,1.0,1115.0,2.0,33.45,2.0
2641,Super built-up  Area,1.0,1170.0,2.0,68.0,2.0
2642,Super built-up  Area,1.0,1035.0,2.0,38.3,2.0
2643,Super built-up  Area,1.0,1306.0,2.0,58.0,3.0
2644,Super built-up  Area,0.0,750.0,2.0,22.0,2.0
2645,Super built-up  Area,1.0,1917.0,3.0,122.0,3.0
2646,Super built-up  Area,1.0,1615.0,3.0,58.0,3.0
2647,Super built-up  Area,1.0,1071.0,2.0,52.25,2.0
2648,Super built-up  Area,1.0,1325.0,2.0,119.0,2.0
2649,Plot  Area,1.0,3000.0,4.0,900.0,7.0
2650,Super built-up  Area,1.0,1400.0,2.0,88.0,3.0
2651,Super built-up  Area,0.0,1246.0,2.0,82.0,2.0
2652,Built-up  Area,1.0,1215.0,2.0,40.0,2.0
2653,Super built-up  Area,1.0,1200.0,2.0,49.5,2.0
2654,Plot  Area,1.0,450.0,3.0,53.0,4.0
2655,Super built-up  Area,1.0,1200.0,2.0,60.0,2.0
2656,Built-up  Area,1.0,945.0,2.0,50.0,2.0
2657,Super built-up  Area,1.0,4460.0,5.0,650.0,4.0
2658,Super built-up  Area,1.0,1175.0,2.0,52.0,2.0
2659,Super built-up  Area,1.0,920.0,2.0,63.0,2.0
2660,Super built-up  Area,1.0,3024.0,5.0,350.0,4.0
2661,Plot  Area,1.0,1600.0,2.0,110.0,2.0
2662,Plot  Area,1.0,750.0,2.0,110.0,4.0
2663,Plot  Area,1.0,2400.0,4.0,700.0,4.0
2664,Built-up  Area,1.0,955.0,1.0,34.01,2.0
2665,Super built-up  Area,1.0,1750.0,3.0,100.0,3.0
2666,Super built-up  Area,1.0,1425.0,2.0,64.0,3.0
2667,Super built-up  Area,1.0,2150.0,3.0,265.0,3.0
2668,Super built-up  Area,0.0,1165.0,2.0,40.5,2.0
2669,Super built-up  Area,1.0,1050.0,2.0,48.0,2.0
2670,Super built-up  Area,1.0,1370.0,2.0,75.0,3.0
2671,Super built-up  Area,0.0,1374.0,2.0,72.0,3.0
2672,Super built-up  Area,1.0,1754.0,3.0,124.0,3.0
2673,Super built-up  Area,1.0,1847.0,3.0,110.0,3.0
2674,Super built-up  Area,1.0,1850.0,4.0,139.0,3.0
2675,Plot  Area,0.0,3297.0,3.0,135.0,3.0
2676,Super built-up  Area,1.0,1187.0,2.0,45.0,2.0
2677,Built-up  Area,0.0,1400.0,2.0,40.44,3.0
2678,Plot  Area,1.0,600.0,2.0,30.0,3.0
2679,Super built-up  Area,1.0,1350.0,2.0,180.0,2.0
2680,Plot  Area,1.0,3000.0,2.0,120.0,3.0
2681,Super built-up  Area,0.0,693.0,1.0,34.3,1.0
2682,Super built-up  Area,0.0,1980.0,3.0,224.0,3.0
2683,Super built-up  Area,1.0,1021.0,2.0,48.0,2.0
2684,Super built-up  Area,1.0,1165.0,2.0,95.0,2.0
2685,Super built-up  Area,0.0,1756.0,3.0,92.0,3.0
2686,Super built-up  Area,1.0,1739.0,3.0,105.0,3.0
2687,Super built-up  Area,1.0,1280.0,2.0,65.0,2.0
2688,Super built-up  Area,1.0,1215.0,2.0,58.86,2.0
2689,Super built-up  Area,0.0,950.0,2.0,46.5,2.0
2690,Built-up  Area,1.0,1082.0,2.0,49.0,3.0
2691,Super built-up  Area,1.0,1050.0,2.0,42.0,2.0
2692,Super built-up  Area,1.0,1080.0,2.0,53.35,2.0
2693,Super built-up  Area,1.0,1100.0,2.0,55.0,2.0
2694,Plot  Area,1.0,3200.0,4.0,205.0,4.0
2695,Super built-up  Area,1.0,1311.0,2.0,78.0,2.0
2696,Super built-up  Area,1.0,1608.0,3.0,67.98,3.0
2697,Super built-up  Area,1.0,1160.0,2.0,36.0,2.0
2698,Super built-up  Area,1.0,1170.0,2.0,71.0,2.0
2699,Super built-up  Area,1.0,1155.0,2.0,40.6,2.0
2700,Super built-up  Area,0.0,1255.0,2.0,77.68,3.0
2701,Super built-up  Area,1.0,1065.0,2.0,44.95,2.0
2702,Super built-up  Area,1.0,674.0,1.0,21.0,1.0
2703,Super built-up  Area,1.0,1936.0,4.0,126.0,3.0
2704,Super built-up  Area,0.0,2289.0,3.0,260.0,3.0
2705,Super built-up  Area,1.0,1100.0,2.0,38.45,2.0
2706,Super built-up  Area,1.0,2257.0,4.0,157.0,3.0
2707,Super built-up  Area,1.0,1055.0,2.0,55.0,2.0
2708,Super built-up  Area,1.0,1530.0,3.0,51.87,3.0
2709,Super built-up  Area,1.0,1700.0,3.0,97.0,3.0
2710,Super built-up  Area,1.0,1575.0,2.0,78.0,3.0
2711,Built-up  Area,1.0,3500.0,4.0,330.0,3.0
2712,Super built-up  Area,1.0,1263.0,2.0,93.32,2.0
2713,Super built-up  Area,1.0,1559.0,3.0,69.315,3.0
2714,Super built-up  Area,1.0,1043.0,2.0,65.0,2.0
2715,Super built-up  Area,1.0,1255.0,2.0,53.5,2.0
2716,Super built-up  Area,0.0,1352.5,2.0,93.865,2.0
2717,Super built-up  Area,0.0,590.0,1.0,13.57,1.0
2718,Plot  Area,1.0,1550.0,3.0,120.0,3.0
2719,Super built-up  Area,1.0,1220.0,3.0,56.0,3.0
2720,Super built-up  Area,1.0,1900.0,3.0,160.0,3.0
2721,Super built-up  Area,1.0,1360.0,3.0,55.0,3.0
2722,Built-up  Area,1.0,1100.0,2.0,75.0,2.0
2723,Super built-up  Area,0.0,1455.0,3.0,73.31,3.0
2724,Built-up  Area,1.0,1035.0,2.0,40.5,2.0
2725,Super built-up  Area,1.0,1152.0,2.0,69.0,2.0
2726,Super built-up  Area,1.0,1299.0,2.0,82.0,2.0
2727,Super built-up  Area,0.0,1157.0,2.0,75.0,3.0
2728,Super built-up  Area,1.0,1050.0,2.0,52.5,2.0
2729,Super built-up  Area,1.0,1050.0,2.0,40.0,2.0
2730,Super built-up  Area,1.0,1246.0,2.0,67.4,2.0
2731,Built-up  Area,1.0,1929.0,3.0,115.0,3.0
2732,Super built-up  Area,1.0,1285.0,2.0,60.0,2.0
2733,Plot  Area,1.0,1200.0,2.0,65.0,3.0
2734,Built-up  Area,1.0,3161.0,4.0,214.0,4.0
2735,Built-up  Area,1.0,1850.0,3.0,170.0,3.0
2736,Built-up  Area,1.0,1025.0,2.0,37.0,3.0
2737,Built-up  Area,1.0,1124.0,3.0,80.0,2.0
2738,Super built-up  Area,0.0,1012.0,2.0,54.59,2.0
2739,Super built-up  Area,1.0,4500.0,5.0,250.0,7.0
2740,Super built-up  Area,1.0,871.0,2.0,55.0,2.0
2741,Built-up  Area,1.0,1020.0,2.0,40.0,2.0
2742,Super built-up  Area,1.0,1550.0,3.0,73.5,3.0
2743,Plot  Area,1.0,3515.0,3.0,420.0,3.0
2744,Super built-up  Area,1.0,1410.0,2.0,80.0,3.0
2745,Plot  Area,0.0,3500.0,5.0,150.0,4.0
2746,Super built-up  Area,0.0,1118.0,2.0,75.0,2.0
2747,Super built-up  Area,1.0,1098.0,2.0,68.0,2.0
2748,Super built-up  Area,1.0,1130.0,2.0,45.2,2.0
2749,Super built-up  Area,1.0,1145.0,2.0,75.0,2.0
2750,Plot  Area,1.0,950.0,3.0,80.0,3.0
2751,Super built-up  Area,1.0,1051.0,2.0,33.0,2.0
2752,Plot  Area,1.0,600.0,7.0,108.0,7.0
2753,Super built-up  Area,0.0,1102.0,2.0,53.67,2.0
2754,Super built-up  Area,1.0,1478.0,2.0,125.0,2.0
2755,Super built-up  Area,0.0,645.0,1.0,16.45,1.0
2756,Carpet  Area,0.0,823.0,2.0,50.63,2.0
2757,Super built-up  Area,0.0,880.0,2.0,35.0,2.0
2758,Built-up  Area,1.0,600.0,5.0,75.0,4.0
2759,Super built-up  Area,1.0,1991.0,4.0,100.0,3.0
2760,Built-up  Area,1.0,1100.0,3.0,50.0,3.0
2761,Super built-up  Area,1.0,1745.0,3.0,115.0,3.0
2762,Built-up  Area,0.0,1226.0,3.0,135.0,2.0
2763,Plot  Area,1.0,680.0,4.0,68.0,3.0
2764,Super built-up  Area,1.0,1100.0,2.0,70.0,2.0
2765,Plot  Area,1.0,1200.0,4.0,195.0,4.0
2766,Super built-up  Area,1.0,1450.0,2.0,58.0,2.0
2767,Super built-up  Area,1.0,3366.0,4.0,120.0,4.0
2768,Built-up  Area,1.0,1150.0,2.0,54.0,2.0
2769,Super built-up  Area,1.0,1843.0,3.0,95.84,3.0
2770,Plot  Area,1.0,2200.0,4.0,195.0,4.0
2771,Built-up  Area,1.0,1090.0,3.0,44.0,2.0
2772,Super built-up  Area,1.0,1132.0,2.0,42.0,2.0
2773,Super built-up  Area,1.0,1375.0,2.0,80.0,2.0
2774,Plot  Area,1.0,1500.0,5.0,220.0,4.0
2775,Super built-up  Area,1.0,760.0,1.0,50.3,1.0
2776,Super built-up  Area,1.0,1180.0,2.0,65.0,2.0
2777,Super built-up  Area,1.0,918.0,2.0,45.0,2.0
2778,Plot  Area,1.0,600.0,5.0,50.0,5.0
2779,Built-up  Area,1.0,1200.0,1.0,53.0,2.0
2780,Super built-up  Area,1.0,1372.0,2.0,61.0,2.0
2781,Plot  Area,1.0,2400.0,7.0,355.0,7.0
2782,Super built-up  Area,1.0,1728.0,3.0,95.0,3.0
2783,Super built-up  Area,1.0,2215.0,3.0,275.0,3.0
2784,Super built-up  Area,1.0,1200.0,2.0,80.0,2.0
2785,Super built-up  Area,1.0,1280.0,2.0,56.0,2.0
2786,Plot  Area,1.0,800.0,4.0,110.0,4.0
2787,Super built-up  Area,1.0,1455.0,2.0,56.0,3.0
2788,Super built-up  Area,0.0,440.0,1.0,28.0,1.0
2789,Plot  Area,1.0,1500.0,3.0,97.0,3.0
2790,Super built-up  Area,1.0,1800.0,3.0,110.0,3.0
2791,Super built-up  Area,1.0,1525.0,3.0,96.0,3.0
2792,Super built-up  Area,1.0,1204.0,2.0,38.5,2.0
2793,Super built-up  Area,0.0,1225.0,2.0,53.55,2.0
2794,Built-up  Area,1.0,800.0,6.0,98.0,6.0
2795,Super built-up  Area,1.0,1650.0,3.0,122.0,3.0
2796,Built-up  Area,1.0,880.0,2.0,18.0,3.0
2797,Built-up  Area,1.0,4200.0,4.0,255.0,4.0
2798,Plot  Area,1.0,1200.0,2.0,55.0,2.0
2799,Plot  Area,1.0,1152.0,4.0,230.0,4.0
2800,Super built-up  Area,1.0,1005.0,2.0,42.0,2.0
2801,Super built-up  Area,0.0,1562.0,3.0,103.0,3.0
2802,Built-up  Area,1.0,5000.0,5.0,395.0,4.0
2803,Plot  Area,1.0,810.0,5.0,95.0,6.0
2804,Super built-up  Area,1.0,1200.0,2.0,42.0,2.0
2805,Super built-up  Area,1.0,1555.0,3.0,82.5,3.0
2806,Plot  Area,1.0,1550.0,2.0,71.0,2.0
2807,Super built-up  Area,1.0,1190.0,2.0,67.0,2.0
2808,Built-up  Area,1.0,1070.0,2.0,50.0,2.0
2809,Plot  Area,0.0,1800.0,,28.785,
2810,Super built-up  Area,1.0,1020.0,2.0,42.48,2.0
2811,Super built-up  Area,1.0,1610.0,3.0,115.0,3.0
2812,Super built-up  Area,1.0,700.0,1.0,41.0,1.0
2813,Super built-up  Area,1.0,1300.0,2.0,49.0,3.0
2814,Super built-up  Area,1.0,1420.0,2.0,123.0,2.0
2815,Plot  Area,1.0,1200.0,9.0,100.0,9.0
2816,Carpet  Area,0.0,1069.0,3.0,65.4,3.0
2817,Super built-up  Area,1.0,1900.0,3.0,123.0,3.0
2818,Super built-up  Area,0.0,1655.0,2.0,97.65,2.0
2819,Super built-up  Area,1.0,1155.0,2.0,40.42,2.0
2820,Built-up  Area,1.0,1300.0,2.0,70.0,3.0
2821,Super built-up  Area,1.0,1100.0,2.0,45.0,2.0
2822,Super built-up  Area,1.0,1030.0,2.0,42.0,2.0
2823,Super built-up  Area,1.0,2105.0,2.0,70.2,2.0
2824,Built-up  Area,1.0,1700.0,3.0,126.0,3.0
2825,Super built-up  Area,1.0,1760.0,3.0,139.0,3.0
2826,Built-up  Area,1.0,6200.0,9.0,200.0,9.0
2827,Built-up  Area,1.0,1400.0,2.0,67.0,2.0
2828,Super built-up  Area,1.0,1200.0,2.0,53.0,2.0
2829,Built-up  Area,1.0,912.0,2.0,55.0,2.0
2830,Super built-up  Area,1.0,1102.0,2.0,48.0,2.0
2831,Super built-up  Area,1.0,1535.0,3.0,55.0,3.0
2832,Super built-up  Area,1.0,1243.0,2.0,46.0,2.0
2833,Super built-up  Area,1.0,918.0,2.0,63.2,2.0
2834,Super built-up  Area,1.0,1500.0,2.0,70.0,3.0
2835,Plot  Area,1.0,3000.0,3.0,250.0,3.0
2836,Super built-up  Area,1.0,1476.0,3.0,89.0,3.0
2837,Super built-up  Area,0.0,1200.0,2.0,65.0,2.0
2838,Super built-up  Area,0.0,606.0,1.0,34.78,1.0
2839,Super built-up  Area,1.0,1100.0,2.0,61.0,2.0
2840,Super built-up  Area,1.0,1295.0,2.0,59.5,3.0
2841,Built-up  Area,1.0,527.0,1.0,26.0,1.0
2842,Super built-up  Area,1.0,1300.0,2.0,80.0,2.0
2843,Plot  Area,1.0,680.0,4.0,68.0,3.0
2844,Plot  Area,1.0,1260.0,1.0,41.0,1.0
2845,Built-up  Area,1.0,1140.0,2.0,75.2,2.0
2846,Plot  Area,1.0,1500.0,1.0,37.5,1.0
2847,Super built-up  Area,0.0,2321.0,4.0,128.0,3.0
2848,Super built-up  Area,1.0,1390.0,2.0,62.0,2.0
2849,Super built-up  Area,1.0,1725.0,3.0,90.0,3.0
2850,Super built-up  Area,0.0,3067.0,4.0,310.0,4.0
2851,Super built-up  Area,0.0,1186.0,2.0,63.0,3.0
2852,Super built-up  Area,0.0,1230.0,2.0,85.0,2.0
2853,Built-up  Area,1.0,600.0,1.0,17.0,1.0
2854,Super built-up  Area,0.0,1313.0,3.0,96.0,3.0
2855,Plot  Area,1.0,900.0,2.0,55.0,2.0
2856,Super built-up  Area,1.0,1250.0,2.0,66.25,2.0
2857,Plot  Area,1.0,1200.0,6.0,280.0,9.0
2858,Super built-up  Area,0.0,660.0,1.0,54.0,1.0
2859,Super built-up  Area,1.0,1036.0,2.0,105.0,2.0
2860,Built-up  Area,1.0,2700.0,4.0,450.0,4.0
2861,Super built-up  Area,1.0,1100.0,2.0,70.0,2.0
2862,Plot  Area,0.0,1950.0,,46.8,
2863,Plot  Area,1.0,1500.0,2.0,450.0,4.0
2864,Plot  Area,1.0,525.0,5.0,56.0,4.0
2865,Built-up  Area,1.0,1015.0,2.0,56.0,2.0
2866,Plot  Area,1.0,812.0,1.0,26.0,1.0
2867,Built-up  Area,1.0,1360.0,2.0,65.0,3.0
2868,Super built-up  Area,1.0,2167.0,3.0,170.0,3.0
2869,Super built-up  Area,1.0,1200.0,2.0,35.0,2.0
2870,Super built-up  Area,1.0,1165.0,2.0,75.0,2.0
2871,Super built-up  Area,1.0,1274.0,2.0,70.0,2.0
2872,Super built-up  Area,1.0,1151.0,2.0,39.02,2.0
2873,Plot  Area,1.0,1060.0,6.0,110.0,6.0
2874,Super built-up  Area,1.0,1626.0,2.0,120.0,3.0
2875,Super built-up  Area,1.0,1035.0,2.0,35.77,2.0
2876,Plot  Area,1.0,1272.0,4.0,75.0,3.0
2877,Built-up  Area,1.0,965.0,2.0,45.0,2.0
2878,Plot  Area,1.0,1600.0,5.0,140.0,5.0
2879,Super built-up  Area,1.0,1070.0,2.0,42.79,2.0
2880,Built-up  Area,1.0,1570.0,2.0,65.0,3.0
2881,Built-up  Area,1.0,117.0,2.0,38.0,2.0
2882,Super built-up  Area,1.0,780.0,2.0,25.0,2.0
2883,Super built-up  Area,1.0,1000.0,2.0,65.0,3.0
2884,Plot  Area,1.0,1200.0,3.0,188.0,4.0
2885,Built-up  Area,1.0,7500.0,7.0,400.0,7.0
2886,Built-up  Area,1.0,1700.0,2.0,100.0,3.0
2887,Super built-up  Area,1.0,1850.0,3.0,110.0,3.0
2888,Built-up  Area,1.0,904.0,2.0,30.0,2.0
2889,Super built-up  Area,1.0,1121.0,2.0,43.72,2.0
2890,Super built-up  Area,1.0,1385.0,2.0,58.17,3.0
2891,Super built-up  Area,1.0,1270.0,2.0,69.85,2.0
2892,Super built-up  Area,1.0,1450.0,3.0,56.0,3.0
2893,Plot  Area,1.0,2400.0,4.0,325.0,3.0
2894,Super built-up  Area,1.0,730.0,1.0,35.0,1.0
2895,Super built-up  Area,1.0,1580.0,3.0,53.56,3.0
2896,Super built-up  Area,1.0,1111.0,2.0,50.0,2.0
2897,Plot  Area,1.0,1125.0,2.0,88.0,4.0
2898,Super built-up  Area,1.0,977.0,2.0,36.0,2.0
2899,Super built-up  Area,0.0,674.0,1.0,19.9,2.0
2900,Plot  Area,0.0,600.0,3.0,83.0,3.0
2901,Plot  Area,1.0,2540.0,4.0,115.0,4.0
2902,Super built-up  Area,0.0,1290.0,2.0,100.0,2.0
2903,Plot  Area,1.0,600.0,3.0,98.0,3.0
2904,Super built-up  Area,1.0,795.0,2.0,32.54,2.0
2905,Super built-up  Area,0.0,700.0,1.0,35.0,2.0
2906,Built-up  Area,1.0,1463.0,1.0,142.0,2.0
2907,Built-up  Area,1.0,1000.0,3.0,140.0,3.0
2908,Super built-up  Area,1.0,1306.0,2.0,58.0,3.0
2909,Super built-up  Area,1.0,2401.0,3.0,185.0,3.0
2910,Plot  Area,1.0,1670.0,3.0,135.0,4.0
2911,Built-up  Area,1.0,1875.0,2.0,235.0,3.0
2912,Plot  Area,1.0,1200.0,3.0,90.0,3.0
2913,Super built-up  Area,1.0,1804.0,3.0,121.0,3.0
2914,Super built-up  Area,1.0,2065.0,4.0,210.0,3.0
2915,Super built-up  Area,1.0,1225.0,3.0,40.0,3.0
2916,Super built-up  Area,0.0,1185.5,2.0,58.68,2.0
2917,Super built-up  Area,1.0,900.0,2.0,56.0,2.0
2918,Super built-up  Area,0.0,1350.0,2.0,91.0,2.0
2919,Super built-up  Area,1.0,700.0,1.0,36.0,1.0
2920,Super built-up  Area,0.0,1005.0,2.0,35.175,2.0
2921,Super built-up  Area,1.0,1160.0,2.0,46.39,2.0
2922,Super built-up  Area,1.0,1680.0,3.0,99.27,3.0
2923,Carpet  Area,1.0,1043.0,2.0,55.0,2.0
2924,Plot  Area,1.0,1200.0,4.0,120.0,4.0
2925,Super built-up  Area,1.0,1040.0,2.0,46.0,2.0
2926,Super built-up  Area,1.0,1357.0,2.0,65.0,3.0
2927,Plot  Area,1.0,1600.0,7.0,104.0,7.0
2928,Super built-up  Area,0.0,1225.0,2.0,47.0,2.0
2929,Plot  Area,1.0,1500.0,6.0,80.0,9.0
2930,Super built-up  Area,1.0,1130.0,2.0,40.0,2.0
2931,Built-up  Area,1.0,2500.0,4.0,150.0,4.0
2932,Carpet  Area,1.0,1700.0,3.0,120.0,3.0
2933,Super built-up  Area,1.0,1549.0,3.0,65.0,3.0
2934,Super built-up  Area,1.0,1400.0,2.0,100.0,2.0
2935,Super built-up  Area,1.0,1080.0,2.0,50.0,2.0
