,area_type,location,total_sqft,bath,price,bhk
2094,Super built-up  Area,Electronic City,1631.0,3.0,80.0,3.0
2095,Super built-up  Area,Electronic City,1355.0,2.0,67.0,2.0
2098,Super built-up  Area,Electronic City,435.0,1.0,22.0,1.0
2099,Built-up  Area,Electronic City,1500.0,2.0,63.0,3.0
2100,Super built-up  Area,Electronic City,1039.0,2.0,50.0,2.0
2101,Super built-up  Area,Electronic City,770.0,1.0,39.9,2.0
2104,Super built-up  Area,Electronic City,1128.0,2.0,64.0,2.0
2105,Super built-up  Area,Electronic City,605.0,1.0,13.31,1.0
2107,Super built-up  Area,Electronic City,530.0,1.0,13.5,1.0
2108,Super built-up  Area,Electronic City,1070.0,2.0,53.0,2.0
2111,Super built-up  Area,Electronic City,1571.0,3.0,83.0,3.0
2113,Super built-up  Area,Electronic City,1350.0,3.0,66.0,3.0
2114,Super built-up  Area,Electronic City,1652.0,3.0,110.0,3.0
2118,Super built-up  Area,Electronic City,1128.0,2.0,65.58,2.0
2119,Built-up  Area,Electronic City,635.0,1.0,28.0,1.0
2120,Super built-up  Area,Electronic City,1128.0,2.0,65.4,2.0
2123,Super built-up  Area,Electronic City,1355.0,2.0,72.9,2.0
2127,Built-up  Area,Electronic City,770.0,1.0,35.0,2.0
2129,Super built-up  Area,Electronic City,865.0,2.0,40.0,2.0
2132,Super built-up  Area,Electronic City,1108.0,2.0,63.0,2.0
2133,Super built-up  Area,Electronic City,630.0,1.0,40.5,1.0
2136,Super built-up  Area,Electronic City,605.0,1.0,22.0,1.0
2138,Super built-up  Area,Electronic City,1070.0,2.0,48.0,2.0
2140,Super built-up  Area,Electronic City,1360.0,2.0,70.0,3.0
2141,Super built-up  Area,Electronic City,635.0,1.0,28.0,1.0
2142,Super built-up  Area,Electronic City,1128.0,2.0,65.45,2.0
2143,Super built-up  Area,Electronic City,890.0,2.0,40.0,2.0
2148,Super built-up  Area,Electronic City,1360.0,2.0,58.0,3.0
2151,Super built-up  Area,Electronic City,630.0,1.0,33.7,1.0
2155,Built-up  Area,Electronic City,1400.0,3.0,90.0,3.0
2156,Built-up  Area,Electronic City,1287.0,3.0,55.0,3.0
2157,Super built-up  Area,Electronic City,1258.0,2.0,85.5,2.0
2158,Built-up  Area,Electronic City,1386.0,2.0,85.0,2.0
2159,Built-up  Area,Electronic City,550.0,1.0,27.0,1.0
2160,Super built-up  Area,Electronic City,1025.0,2.0,50.0,2.0
2162,Super built-up  Area,Electronic City,1070.0,2.0,55.0,2.0
2163,Super built-up  Area,Electronic City,1342.0,2.0,72.0,2.0
2164,Built-up  Area,Electronic City,1275.0,3.0,70.0,3.0
2165,Super built-up  Area,Electronic City,770.0,1.0,38.0,2.0
2170,Super built-up  Area,Electronic City,1644.0,3.0,92.59,3.0
2171,Built-up  Area,Electronic City,1250.0,2.0,62.0,2.0
2174,Super built-up  Area,Electronic City,418.0,1.0,12.0,1.0
2175,Super built-up  Area,Electronic City,1128.0,2.0,64.8,2.0
2178,Built-up  Area,Electronic City,1060.0,2.0,55.0,2.0
2179,Super built-up  Area,Electronic City,710.0,1.0,40.42,1.0
2182,Super built-up  Area,Electronic City,1275.0,3.0,63.43,3.0
2183,Super built-up  Area,Electronic City,1518.0,3.0,75.0,3.0
2184,Built-up  Area,Electronic City,1090.0,2.0,31.48,1.0
2187,Super built-up  Area,Electronic City,1060.0,2.0,55.0,2.0
2189,Super built-up  Area,Electronic City,1353.0,2.0,75.0,2.0
2191,Super built-up  Area,Electronic City,1128.0,2.0,67.0,2.0
2192,Built-up  Area,Electronic City,1070.0,2.0,57.0,2.0
2193,Built-up  Area,Electronic City,1700.0,3.0,90.0,3.0
2195,Super built-up  Area,Electronic City,750.0,1.0,35.0,1.0
2196,Built-up  Area,Electronic City,1210.0,2.0,55.0,2.0
2197,Built-up  Area,Electronic City,1070.0,2.0,60.0,2.0
2203,Super built-up  Area,Electronic City,1615.0,3.0,97.0,3.0
2205,Super built-up  Area,Electronic City,1221.0,2.0,68.0,2.0
2207,Built-up  Area,Electronic City,1500.0,3.0,73.0,3.0
2208,Super built-up  Area,Electronic City,995.0,2.0,48.0,2.0
2209,Super built-up  Area,Electronic City,1342.0,2.0,90.0,2.0
2212,Super built-up  Area,Electronic City,1128.0,2.0,63.5,2.0
2213,Super built-up  Area,Electronic City,589.0,1.0,29.0,1.0
2216,Super built-up  Area,Electronic City,1575.0,3.0,94.5,3.0
2217,Super built-up  Area,Electronic City,1070.0,2.0,48.0,2.0
2218,Super built-up  Area,Electronic City,1025.0,2.0,54.0,2.0
2219,Super built-up  Area,Electronic City,1500.0,2.0,70.0,3.0
2220,Super built-up  Area,Electronic City,1500.0,2.0,64.5,3.0
2222,Super built-up  Area,Electronic City,2093.0,4.0,134.0,4.0
2224,Super built-up  Area,Electronic City,1355.0,2.0,73.0,2.0
2225,Super built-up  Area,Electronic City,1360.0,2.0,64.99,3.0
2226,Super built-up  Area,Electronic City,1060.0,2.0,52.0,2.0
2227,Super built-up  Area,Electronic City Phase II,1056.0,2.0,39.07,2.0
2228,Super built-up  Area,Electronic City Phase II,1020.0,2.0,30.6,2.0
2229,Super built-up  Area,Electronic City Phase II,1069.0,2.0,45.0,2.0
2230,Super built-up  Area,Electronic City Phase II,630.0,1.0,28.35,1.0
2232,Super built-up  Area,Electronic City Phase II,1000.0,2.0,25.0,2.0
2233,Built-up  Area,Electronic City Phase II,1090.0,2.0,28.34,2.0
2234,Super built-up  Area,Electronic City Phase II,2225.0,4.0,98.88,4.0
2236,Super built-up  Area,Electronic City Phase II,775.0,2.0,38.0,2.0
2237,Super built-up  Area,Electronic City Phase II,1266.0,2.0,59.0,2.0
2238,Super built-up  Area,Electronic City Phase II,1000.0,2.0,28.88,2.0
2241,Super built-up  Area,Electronic City Phase II,972.0,2.0,44.0,2.0
2243,Super built-up  Area,Electronic City Phase II,1031.0,2.0,55.0,2.0
2244,Super built-up  Area,Electronic City Phase II,1003.0,2.0,40.6,2.0
2245,Super built-up  Area,Electronic City Phase II,545.0,1.0,27.0,2.0
2246,Super built-up  Area,Electronic City Phase II,1031.0,2.0,56.35,2.0
2248,Super built-up  Area,Electronic City Phase II,1395.0,2.0,62.78,3.0
2249,Built-up  Area,Electronic City Phase II,1160.0,2.0,33.5,2.0
2250,Super built-up  Area,Electronic City Phase II,1065.0,2.0,30.75,2.0
2251,Super built-up  Area,Electronic City Phase II,1219.0,2.0,61.25,2.0
2253,Built-up  Area,Electronic City Phase II,1000.0,2.0,28.88,2.0
2254,Built-up  Area,Electronic City Phase II,1790.0,3.0,100.0,3.0
2255,Super built-up  Area,Electronic City Phase II,769.0,2.0,40.0,2.0
2257,Super built-up  Area,Electronic City Phase II,900.0,2.0,32.5,2.0
2260,Carpet  Area,Electronic City Phase II,993.0,2.0,50.0,3.0
2261,Super built-up  Area,Electronic City Phase II,1418.0,3.0,52.47,3.0
2262,Built-up  Area,Electronic City Phase II,1070.0,2.0,45.0,2.0
2265,Built-up  Area,Electronic City Phase II,1140.0,2.0,33.06,2.0
2266,Super built-up  Area,Electronic City Phase II,1089.0,2.0,32.67,2.0
2267,Super built-up  Area,Electronic City Phase II,1031.0,2.0,55.0,2.0
2268,Built-up  Area,Electronic City Phase II,1253.0,2.0,65.8,2.0
2270,Super built-up  Area,Electronic City Phase II,1160.0,2.0,33.5,2.0
2271,Super built-up  Area,Electronic City Phase II,975.0,2.0,45.0,3.0
2272,Plot  Area,Electronic City Phase II,6000.0,4.0,260.0,4.0
2273,Super built-up  Area,Electronic City Phase II,1116.0,2.0,37.0,2.0
2274,Built-up  Area,Electronic City Phase II,1125.0,2.0,29.25,2.0
2275,Super built-up  Area,Electronic City Phase II,1000.0,2.0,28.88,2.0
2276,Super built-up  Area,Electronic City Phase II,1000.0,2.0,28.88,2.0
2277,Built-up  Area,Electronic City Phase II,1000.0,2.0,28.88,2.0
2278,Built-up  Area,Electronic City Phase II,1165.0,2.0,30.29,2.0
2279,Built-up  Area,Electronic City Phase II,3550.0,2.0,167.5,4.0
2280,Super built-up  Area,Electronic City Phase II,1031.0,2.0,53.0,2.0
2282,Built-up  Area,Electronic City Phase II,1065.0,2.0,30.88,2.0
2284,Super built-up  Area,Electronic City Phase II,1549.0,3.0,80.0,3.0
2285,Super built-up  Area,Electronic City Phase II,1065.0,2.0,56.13,2.0
2287,Super built-up  Area,Electronic City Phase II,920.0,2.0,26.0,2.0
2288,Super built-up  Area,Electronic City Phase II,1140.0,2.0,33.84,2.0
2289,Super built-up  Area,Electronic City Phase II,1219.0,2.0,61.26,2.0
2290,Built-up  Area,Electronic City Phase II,1252.0,2.0,65.0,3.0
2291,Built-up  Area,Electronic City Phase II,875.0,2.0,40.0,3.0
2292,Built-up  Area,Electronic City Phase II,1125.0,2.0,32.49,2.0
2294,Super built-up  Area,Electronic City Phase II,1286.0,2.0,69.0,2.0
2296,Super built-up  Area,Electronic City Phase II,1140.0,2.0,32.92,2.0
2297,Super built-up  Area,Electronic City Phase II,1116.0,2.0,40.0,2.0
2298,Built-up  Area,Electronic City Phase II,1150.0,3.0,46.0,3.0
2299,Super built-up  Area,Electronic City Phase II,1192.0,2.0,47.0,3.0
2301,Super built-up  Area,Electronic City Phase II,1020.0,2.0,32.0,2.0
2302,Built-up  Area,Electronic City Phase II,1900.0,3.0,97.0,4.0
2303,Super built-up  Area,Electronic City Phase II,1020.0,2.0,27.43,2.0
2304,Built-up  Area,Electronic City Phase II,1025.0,2.0,26.65,2.0
2305,Built-up  Area,Electronic City Phase II,545.0,1.0,29.0,2.0
2306,Built-up  Area,Electronic City Phase II,1020.0,2.0,29.45,2.0
2307,Built-up  Area,Electronic City Phase II,1000.0,2.0,28.88,2.0
2309,Super built-up  Area,Electronic City Phase II,1140.0,2.0,28.5,2.0
2310,Super built-up  Area,Electronic City Phase II,1125.0,2.0,32.49,2.0
2311,Super built-up  Area,Electronic City Phase II,1200.0,2.0,34.65,2.0
2312,Super built-up  Area,Electronic City Phase II,1160.0,2.0,52.2,2.0
2313,Super built-up  Area,Electronic City Phase II,1244.0,2.0,55.0,2.0
2314,Built-up  Area,Electronic City Phase II,1160.0,2.0,33.51,2.0
2317,Super built-up  Area,Electronic City Phase II,972.0,2.0,40.0,2.0
2318,Built-up  Area,Electronic City Phase II,1160.0,2.0,33.51,2.0
2320,Built-up  Area,Electronic City Phase II,1090.0,2.0,31.48,2.0
2321,Built-up  Area,Electronic City Phase II,1140.0,2.0,32.92,2.0
2322,Super built-up  Area,Electronic City Phase II,650.0,1.0,35.0,1.0
2323,Built-up  Area,Electronic City Phase II,1155.0,2.0,57.0,2.0
2324,Super built-up  Area,Electronic City Phase II,1800.0,3.0,92.0,3.0
2325,Built-up  Area,Electronic City Phase II,1300.0,2.0,28.0,2.0
2326,Built-up  Area,Electronic City Phase II,1940.0,4.0,116.0,3.0
2327,Super built-up  Area,Electronic City Phase II,1160.0,2.0,33.5,2.0
2328,Built-up  Area,Electronic City Phase II,1025.0,2.0,29.6,2.0
2329,Super built-up  Area,Electronic City Phase II,829.0,2.0,22.8,2.0
2330,Super built-up  Area,Electronic City Phase II,2187.5,4.0,105.0,4.0
2331,Super built-up  Area,Electronic City Phase II,1252.0,2.0,67.0,2.0
2333,Built-up  Area,Electronic City Phase II,1125.0,2.0,32.63,2.0
2334,Super built-up  Area,Electronic City Phase II,1140.0,2.0,34.0,2.0
2337,Super built-up  Area,Electronic City Phase II,1252.0,2.0,65.0,3.0
2338,Super built-up  Area,Electronic City Phase II,1135.0,2.0,46.0,2.0
2339,Super built-up  Area,Electronic City Phase II,1305.0,3.0,65.0,3.0
2340,Built-up  Area,Electronic City Phase II,1165.0,2.0,33.64,2.0
2342,Super built-up  Area,Electronic City Phase II,1336.0,2.0,50.35,3.0
2343,Built-up  Area,Electronic City Phase II,575.0,1.0,16.75,1.0
2344,Super built-up  Area,Electronic City Phase II,925.0,2.0,49.82,3.0
2345,Built-up  Area,Electronic City Phase II,1065.0,2.0,30.76,2.0
2346,Built-up  Area,Electronic City Phase II,1065.0,2.0,30.75,2.0
2347,Built-up  Area,Electronic City Phase II,1140.0,2.0,33.06,2.0
2348,Super built-up  Area,Electronic City Phase II,911.0,2.0,26.5,2.0
2349,Built-up  Area,Electronic City Phase II,1200.0,2.0,34.65,2.0
2350,Super built-up  Area,Electronic City Phase II,1031.0,2.0,54.48,2.0
2351,Built-up  Area,Electronic City Phase II,545.0,1.0,28.0,2.0
2355,Super built-up  Area,Electronics City Phase 1,1475.0,3.0,78.29,3.0
2356,Built-up  Area,Electronics City Phase 1,1490.0,3.0,78.8,3.0
2357,Super built-up  Area,Electronics City Phase 1,1490.0,3.0,84.0,3.0
2360,Super built-up  Area,Electronics City Phase 1,1160.0,2.0,52.0,2.0
2362,Super built-up  Area,Electronics City Phase 1,1750.0,3.0,84.0,3.0
2366,Built-up  Area,Electronics City Phase 1,1015.0,2.0,56.0,2.0
2368,Super built-up  Area,Electronics City Phase 1,1515.0,2.0,80.91,3.0
2369,Built-up  Area,Electronics City Phase 1,995.0,2.0,46.0,2.0
2370,Super built-up  Area,Electronics City Phase 1,1555.0,2.0,82.0,3.0
2371,Built-up  Area,Electronics City Phase 1,1340.0,2.0,75.0,2.0
2372,Super built-up  Area,Electronics City Phase 1,650.0,1.0,23.0,1.0
2373,Super built-up  Area,Electronics City Phase 1,1124.0,2.0,55.0,3.0
2374,Super built-up  Area,Electronics City Phase 1,1175.0,2.0,57.0,2.0
2375,Super built-up  Area,Electronics City Phase 1,755.0,1.0,42.41,1.0
2376,Built-up  Area,Electronics City Phase 1,580.0,1.0,27.0,1.0
2378,Built-up  Area,Electronics City Phase 1,940.0,2.0,49.0,2.0
2379,Super built-up  Area,Electronics City Phase 1,1335.0,2.0,67.0,2.0
2380,Super built-up  Area,Electronics City Phase 1,1175.0,2.0,69.0,2.0
2382,Built-up  Area,Electronics City Phase 1,1350.0,3.0,71.0,3.0
2384,Super built-up  Area,Electronics City Phase 1,995.0,2.0,49.8,2.0
2385,Built-up  Area,Electronics City Phase 1,635.0,1.0,26.0,1.0
2386,Super built-up  Area,Electronics City Phase 1,1190.0,2.0,68.0,2.0
2388,Super built-up  Area,Electronics City Phase 1,1450.0,3.0,72.54,3.0
2389,Super built-up  Area,Electronics City Phase 1,360.0,1.0,16.9,1.0
2390,Built-up  Area,Electronics City Phase 1,638.0,1.0,32.0,1.0
2391,Super built-up  Area,Electronics City Phase 1,1175.0,2.0,64.98,2.0
2392,Super built-up  Area,Electronics City Phase 1,585.0,1.0,21.0,1.0
2393,Super built-up  Area,Electronics City Phase 1,1200.0,2.0,59.76,2.0
2394,Super built-up  Area,Electronics City Phase 1,1145.0,2.0,54.0,2.0
2395,Super built-up  Area,Electronics City Phase 1,1125.0,2.0,65.0,2.0
2397,Super built-up  Area,Electronics City Phase 1,1550.0,2.0,82.0,3.0
2399,Built-up  Area,Electronics City Phase 1,865.0,2.0,40.0,2.0
2400,Super built-up  Area,Electronics City Phase 1,1450.0,3.0,70.0,3.0
2403,Super built-up  Area,Electronics City Phase 1,1800.0,3.0,93.0,3.0
2404,Super built-up  Area,Electronics City Phase 1,1314.0,2.0,60.0,2.0
2405,Super built-up  Area,Electronics City Phase 1,1170.0,2.0,62.0,2.0
2406,Super built-up  Area,Electronics City Phase 1,1450.0,3.0,79.0,3.0
2407,Super built-up  Area,Electronics City Phase 1,940.0,2.0,48.0,2.0
2408,Super built-up  Area,Electronics City Phase 1,940.0,2.0,44.0,2.0
2409,Super built-up  Area,Electronics City Phase 1,1300.0,2.0,67.0,2.0
2410,Built-up  Area,Electronics City Phase 1,1028.0,2.0,51.0,2.0
2414,Super built-up  Area,Electronics City Phase 1,1205.0,2.0,60.0,2.0
2416,Super built-up  Area,Electronics City Phase 1,1305.0,2.0,67.0,2.0
2417,Super built-up  Area,Electronics City Phase 1,755.0,1.0,30.12,1.0
2418,Super built-up  Area,Electronics City Phase 1,1175.0,2.0,60.0,2.0
2419,Super built-up  Area,Frazer Town,1700.0,3.0,180.0,3.0
2420,Built-up  Area,Frazer Town,1305.0,3.0,95.45,3.0
2421,Super built-up  Area,Frazer Town,1870.0,3.0,185.0,3.0
2422,Super built-up  Area,Frazer Town,1750.0,3.0,150.0,3.0
2424,Super built-up  Area,Frazer Town,2000.0,3.0,200.0,3.0
2425,Built-up  Area,Frazer Town,3500.0,4.0,330.0,3.0
2426,Super built-up  Area,Frazer Town,2350.0,4.0,285.0,3.0
2427,Super built-up  Area,Frazer Town,1550.0,2.0,140.0,2.0
2428,Built-up  Area,Frazer Town,1900.0,4.0,145.0,3.0
2429,Super built-up  Area,Frazer Town,2560.0,3.0,265.0,3.0
2430,Super built-up  Area,Frazer Town,2400.0,3.0,260.0,3.0
2431,Super built-up  Area,Frazer Town,2560.0,3.0,288.0,3.0
2432,Built-up  Area,Frazer Town,3436.0,5.0,341.0,4.0
2434,Built-up  Area,Frazer Town,1315.0,2.0,140.0,2.0
2435,Super built-up  Area,Frazer Town,1706.0,3.0,154.0,3.0
2436,Built-up  Area,Frazer Town,2079.0,3.0,220.0,3.0
2437,Built-up  Area,Frazer Town,3435.0,2.0,341.0,4.0
2438,Super built-up  Area,Frazer Town,3436.0,5.0,345.0,4.0
2439,Super built-up  Area,Frazer Town,3100.0,3.0,400.0,3.0
2440,Super built-up  Area,Frazer Town,5400.0,3.0,400.0,3.0
2441,Super built-up  Area,Frazer Town,1180.0,2.0,105.0,2.0
2442,Super built-up  Area,Frazer Town,2900.0,4.0,325.0,4.0
2443,Built-up  Area,Frazer Town,1200.0,2.0,78.0,2.0
2444,Super built-up  Area,Frazer Town,1870.0,3.0,180.0,3.0
2445,Plot  Area,Frazer Town,896.0,1.0,100.0,1.0
2446,Built-up  Area,Frazer Town,1420.0,2.0,120.0,2.0
2447,Super built-up  Area,GM Palaya,1820.0,2.0,86.0,3.0
2448,Super built-up  Area,GM Palaya,1225.0,2.0,47.0,2.0
2449,Super built-up  Area,GM Palaya,1140.0,2.0,48.95,2.0
2450,Built-up  Area,GM Palaya,1315.0,2.0,65.0,3.0
2451,Super built-up  Area,GM Palaya,1315.0,3.0,65.0,3.0
2452,Super built-up  Area,GM Palaya,1315.0,3.0,64.0,3.0
2453,Built-up  Area,GM Palaya,1735.0,3.0,70.0,3.0
2454,Super built-up  Area,GM Palaya,1643.0,2.0,70.0,3.0
2455,Super built-up  Area,Garudachar Palya,1325.0,2.0,60.8,3.0
2456,Super built-up  Area,Garudachar Palya,1060.0,2.0,48.7,2.0
2457,Super built-up  Area,Garudachar Palya,1150.0,2.0,52.75,2.0
2458,Super built-up  Area,Garudachar Palya,1295.0,2.0,59.5,3.0
2459,Super built-up  Area,Garudachar Palya,1320.0,2.0,60.6,3.0
2460,Super built-up  Area,Garudachar Palya,1295.0,2.0,59.5,3.0
2461,Super built-up  Area,Garudachar Palya,1150.0,2.0,52.8,2.0
2462,Super built-up  Area,Garudachar Palya,1150.0,2.0,52.8,2.0
2463,Super built-up  Area,Garudachar Palya,1060.0,2.0,48.5,2.0
2464,Super built-up  Area,Garudachar Palya,1150.0,2.0,52.5,2.0
2465,Super built-up  Area,Garudachar Palya,1325.0,2.0,60.8,3.0
2466,Super built-up  Area,Garudachar Palya,1060.0,2.0,48.66,2.0
2467,Super built-up  Area,Garudachar Palya,1150.0,2.0,52.0,2.0
2468,Super built-up  Area,Garudachar Palya,1154.0,2.0,51.8,2.0
2470,Plot  Area,Giri Nagar,880.0,3.0,140.0,3.0
2471,Plot  Area,Giri Nagar,2400.0,4.0,400.0,4.0
2472,Plot  Area,Giri Nagar,1800.0,3.0,252.0,3.0
2473,Plot  Area,Giri Nagar,1350.0,3.0,240.0,3.0
2474,Plot  Area,Giri Nagar,2400.0,4.0,400.0,4.0
2475,Built-up  Area,Giri Nagar,3000.0,4.0,375.0,6.0
2476,Plot  Area,Giri Nagar,2400.0,6.0,400.0,6.0
2477,Plot  Area,Giri Nagar,1120.0,4.0,175.0,4.0
2478,Plot  Area,Giri Nagar,4000.0,3.0,750.0,4.0
2479,Built-up  Area,Gollarapalya Hosahalli,861.0,2.0,34.5,2.0
2480,Super built-up  Area,Gollarapalya Hosahalli,1408.0,3.0,62.0,3.0
2481,Built-up  Area,Gollarapalya Hosahalli,861.0,2.0,34.5,2.0
2482,Super built-up  Area,Gollarapalya Hosahalli,1318.0,3.0,54.0,3.0
2483,Built-up  Area,Gollarapalya Hosahalli,861.0,2.0,36.5,2.0
2484,Super built-up  Area,Gollarapalya Hosahalli,1320.0,3.0,60.0,3.0
2485,Built-up  Area,Gollarapalya Hosahalli,1345.0,3.0,60.0,3.0
2486,Built-up  Area,Gollarapalya Hosahalli,1905.0,3.0,86.0,4.0
2487,Super built-up  Area,Gollarapalya Hosahalli,1318.0,3.0,56.0,3.0
2488,Super built-up  Area,Gollarapalya Hosahalli,1129.0,2.0,50.0,2.0
2489,Built-up  Area,Gottigere,1100.0,2.0,40.0,2.0
2490,Built-up  Area,Gottigere,967.0,2.0,45.0,2.0
2491,Super built-up  Area,Gottigere,1618.0,3.0,82.5,3.0
2492,Super built-up  Area,Gottigere,1222.0,2.0,63.0,2.0
2494,Super built-up  Area,Gottigere,1300.0,3.0,65.0,3.0
2495,Super built-up  Area,Gottigere,950.0,2.0,38.0,2.0
2496,Super built-up  Area,Gottigere,1153.0,2.0,48.5,2.0
2497,Plot  Area,Gottigere,812.0,1.0,26.0,1.0
2499,Super built-up  Area,Gottigere,1460.0,2.0,65.0,3.0
2500,Super built-up  Area,Gottigere,1500.0,3.0,70.0,3.0
2501,Super built-up  Area,Gottigere,1621.0,3.0,72.0,3.0
2502,Plot  Area,Gottigere,812.0,1.0,26.0,1.0
2503,Super built-up  Area,Gottigere,990.0,2.0,40.0,2.0
2504,Super built-up  Area,Gottigere,1235.0,2.0,63.0,2.0
2505,Super built-up  Area,Gottigere,1385.0,3.0,64.0,3.0
2506,Super built-up  Area,Gottigere,1000.0,2.0,35.0,2.0
2507,Super built-up  Area,Gottigere,1010.0,2.0,35.0,2.0
2510,Super built-up  Area,Gottigere,1435.0,2.0,62.0,3.0
2511,Built-up  Area,Gottigere,945.0,2.0,45.0,2.0
2513,Plot  Area,Gottigere,2500.0,3.0,120.0,4.0
2514,Super built-up  Area,Gottigere,1230.0,2.0,52.0,3.0
2515,Super built-up  Area,Gottigere,1120.0,2.0,50.0,2.0
2516,Super built-up  Area,Gottigere,1500.0,3.0,63.0,3.0
2517,Super built-up  Area,Gottigere,1200.0,2.0,40.0,2.0
2518,Super built-up  Area,Gottigere,1280.0,2.0,61.0,2.0
2519,Super built-up  Area,Gottigere,1205.0,2.0,56.58,2.0
2520,Super built-up  Area,Gottigere,1170.0,2.0,40.0,2.0
2521,Built-up  Area,Gottigere,3000.0,3.0,132.0,4.0
2522,Super built-up  Area,Gottigere,1613.0,3.0,72.0,3.0
2523,Super built-up  Area,Gottigere,1110.0,2.0,36.25,2.0
2524,Super built-up  Area,Gottigere,1245.0,2.0,59.0,2.0
2525,Super built-up  Area,Gottigere,1200.0,2.0,50.0,2.0
2526,Built-up  Area,Green Glen Layout,1670.0,3.0,120.0,3.0
2527,Super built-up  Area,Green Glen Layout,3250.0,4.0,230.0,4.0
2528,Super built-up  Area,Green Glen Layout,3250.0,4.0,230.0,4.0
2529,Built-up  Area,Green Glen Layout,940.0,2.0,56.8,2.0
2530,Super built-up  Area,Green Glen Layout,1050.0,2.0,48.0,2.0
2531,Super built-up  Area,Green Glen Layout,1725.0,3.0,130.0,3.0
2532,Built-up  Area,Green Glen Layout,1075.0,2.0,60.0,2.0
2533,Built-up  Area,Green Glen Layout,1485.0,3.0,115.0,3.0
2534,Super built-up  Area,Green Glen Layout,1715.0,3.0,115.0,3.0
2535,Super built-up  Area,Green Glen Layout,1751.0,2.0,115.0,3.0
2536,Super built-up  Area,Green Glen Layout,1750.0,3.0,130.0,3.0
2537,Super built-up  Area,Green Glen Layout,1530.0,3.0,105.0,3.0
2538,Super built-up  Area,Green Glen Layout,1752.0,3.0,105.0,3.0
2539,Super built-up  Area,Green Glen Layout,1680.0,4.0,95.0,3.0
2540,Super built-up  Area,Green Glen Layout,1728.0,3.0,125.0,3.0
2541,Super built-up  Area,Green Glen Layout,1645.0,3.0,110.0,3.0
2542,Super built-up  Area,Green Glen Layout,1517.0,3.0,100.0,3.0
2543,Super built-up  Area,Green Glen Layout,3150.0,4.0,218.0,4.0
2545,Super built-up  Area,Green Glen Layout,1750.0,3.0,120.0,3.0
2546,Built-up  Area,Green Glen Layout,1740.0,3.0,80.0,3.0
2547,Built-up  Area,Green Glen Layout,1750.0,3.0,81.0,3.0
2548,Super built-up  Area,Green Glen Layout,1751.0,3.0,115.0,3.0
2549,Super built-up  Area,Green Glen Layout,1750.0,3.0,105.0,3.0
2550,Super built-up  Area,Green Glen Layout,1885.0,3.0,135.0,3.0
2551,Super built-up  Area,Green Glen Layout,1715.0,3.0,120.0,3.0
2552,Super built-up  Area,Green Glen Layout,1715.0,3.0,115.0,3.0
2553,Super built-up  Area,Green Glen Layout,1715.0,3.0,105.0,3.0
2554,Built-up  Area,Green Glen Layout,1600.0,3.0,105.0,3.0
2555,Super built-up  Area,Green Glen Layout,1717.0,3.0,125.0,3.0
